Date,Month,Year,Season,Day_of_Week,Is_Weekend,Weather_Type,Location_City,Location_State,Country,Zone,Place_Name,Place_Type,Establishment_Year,Google_Rating,Significance,Airport_Within_50km,Weekly_Off,DSLR_Allowed,Review_Count_Lakhs,Visitors_Count,Ticket_Price,Revenue,Tourist_Type,Rating
2024-09-15,September,2024,Monsoon,Sunday,Yes,Cloudy,Bir Billing,Himachal Pradesh,India,Northern,Paragliding Site,Adventure Sport,2005,4.7,Adventure,No,None,Yes,0.01,46,2382,109572,Domestic,4.7
2023-10-05,October,2023,Autumn,Thursday,No,Pleasant,Mysore,Karnataka,India,Southern,Mysore Palace,Palace,1912,4.7,Historical,Yes,None,Yes,2.5,1532,49,75068,Domestic,4.7
2024-04-02,April,2024,Summer,Tuesday,No,Sunny,Amritsar,Punjab,India,Northern,Jallianwala Bagh,Memorial,1951,4.9,Historical,Yes,None,Yes,0.3,90,0,0,Domestic,4.9
2025-08-02,August,2025,Monsoon,Saturday,Yes,Cloudy,Hyderabad,Telangana,India,Southern,Hussain Sagar Lake,Lake,1563,4.3,Scenic,Yes,None,Yes,0.5,329,0,0,Domestic,4.3
2023-10-24,October,2023,Autumn,Tuesday,No,Clear,Haridwar,Uttarakhand,India,Northern,Har Ki Pauri,Ghat,Unknown,4.4,Religious,Yes,None,Yes,0.025,43,0,0,Domestic,4.4
2023-05-02,May,2023,Summer,Tuesday,No,Hot,Gandhinagar,Gujarat,India,Western,Dandi Kutir,Museum,2013,4.5,Historical,No,None,Yes,0.05,124,0,0,Domestic,4.5
2025-11-11,November,2025,Autumn,Tuesday,No,Pleasant,Gangtok,Sikkim,India,Eastern,Nathula Pass,Hill,Unknown,4.3,Historical,Yes,None,Yes,0.15,450,22,9900,Domestic,4.3
2024-05-24,May,2024,Summer,Friday,No,Sunny,Goa,Goa,India,Southern,Se Cathedral,Church,1640,4.6,Historical,Yes,None,Yes,0.05,55,0,0,Domestic,4.6
2024-04-12,April,2024,Summer,Friday,No,Partly Cloudy,Leh,Ladakh,India,Northern,Pangong Tso,Lake,Unknown,5.0,Nature,Yes,None,Yes,0.15,576,19,10944,International,5.0
2023-10-09,October,2023,Autumn,Monday,No,Pleasant,Mount Abu,Rajasthan,India,Northern,Dilwara Temples,Temple,1100,4.7,Religious,No,None,No,0.05,38,0,0,Domestic,4.7
2025-07-22,July,2025,Monsoon,Tuesday,No,Cloudy,Cooch Behar,West Bengal,India,Eastern,Cooch Behar Palace,Palace,1887,4.3,Historical,Yes,Friday,Yes,0.09,88,22,1936,Domestic,4.3
2023-01-04,January,2023,Winter,Wednesday,No,Cold,Yercaud,Tamil Nadu,India,Southern,Yercaud Lake,Lake,Unknown,4.1,Recreational,No,None,Yes,0.019,164,0,0,International,4.1
2023-02-12,February,2023,Winter,Sunday,Yes,Clear,Munnar,Kerala,India,Southern,Munnar Tea Gardens,Scenic Area,Unknown,4.5,Nature,No,None,Yes,0.3,314,0,0,Domestic,4.5
2023-04-22,April,2023,Summer,Saturday,Yes,Hot,Bangalore,Karnataka,India,Southern,Vidhana Soudha,Government Building,1956,4.7,Architectural,Yes,None,No,0.8,220,0,0,Domestic,4.7
2023-05-06,May,2023,Summer,Saturday,Yes,Sunny,Goa,Goa,India,Southern,Anjuna Beach,Beach,Unknown,4.5,Scenic,Yes,None,Yes,0.18,114,0,0,Domestic,4.5
2023-08-19,August,2023,Monsoon,Saturday,Yes,Humid,Chittorgarh,Rajasthan,India,Northern,Chittorgarh Fort,Fort,700,4.6,Historical,No,None,Yes,1.9,311,38,11818,Domestic,4.6
2023-08-04,August,2023,Monsoon,Friday,No,Rainy,Visakhapatnam,Andhra Pradesh,India,Southern,War Memorial,War Memorial,Unknown,4.4,Historical,Yes,None,Yes,0.059,36,0,0,Domestic,4.4
2023-11-25,November,2023,Autumn,Saturday,Yes,Pleasant,Vizianagaram,Andhra Pradesh,India,Southern,Simhachalam Temple,Temple,198,4.8,Religious,Yes,None,No,0.59,724,0,0,Domestic,4.8
2023-12-27,December,2023,Winter,Wednesday,No,Clear,Leh,Ladakh,India,Northern,Thiksey Monastery,Monastery,1430,4.8,Religious,Yes,None,No,0.05,165,21,3465,Domestic,4.8
2025-01-24,January,2025,Winter,Friday,No,Cold,Allahabad,Uttar Pradesh,India,Central,Triveni Sangam,Confluence,Unknown,4.5,Religious,Yes,None,Yes,0.09,128,0,0,Domestic,4.5
2023-07-02,July,2023,Monsoon,Sunday,Yes,Rainy,Bodh Gaya,Bihar,India,Eastern,Mahabodhi Temple,Temple,-260,4.6,Religious,Yes,None,Yes,0.2,159,0,0,Domestic,4.6
2024-02-13,February,2024,Winter,Tuesday,No,Cool,Agartala,Tripura,India,North Eastern,Ujjayanta Palace,Palace,1901,4.6,Historical,Yes,Monday,Yes,0.035,71,10,710,Domestic,4.6
2025-09-14,September,2025,Monsoon,Sunday,Yes,Cloudy,Gangtok,Sikkim,India,Eastern,Tsomgo Lake,Lake,Unknown,4.4,Nature,Yes,None,Yes,0.15,108,0,0,Domestic,4.4
2024-08-19,August,2024,Monsoon,Monday,No,Humid,Ahmedabad,Gujarat,India,Western,Kankaria Lake,Lake,1451,4.5,Recreational,Yes,None,Yes,0.3,205,10,2050,Domestic,4.5
2024-06-30,June,2024,Monsoon,Sunday,Yes,Cloudy,Visakhapatnam,Andhra Pradesh,India,Southern,War Memorial,War Memorial,Unknown,4.4,Historical,Yes,None,Yes,0.059,12,0,0,International,4.4
2024-04-03,April,2024,Summer,Wednesday,No,Hot,Chitrakoot,Madhya Pradesh,India,Central,Chitrakoot Falls,Waterfall,Unknown,4.4,Nature,No,None,Yes,0.1,122,0,0,Domestic,4.4
2025-06-23,June,2025,Monsoon,Monday,No,Humid,Bangalore,Karnataka,India,Southern,ISKCON Temple Bangalore,Temple,1997,4.7,Religious,Yes,None,Yes,1.14,316,0,0,Domestic,4.7
2024-05-15,May,2024,Summer,Wednesday,No,Hot,Kolhapur,Maharastra,India,Western,Mahalakshmi Temple,Temple,700,5.0,Religious,Yes,None,No,0.9,218,0,0,Domestic,5.0
2024-03-17,March,2024,Summer,Sunday,Yes,Hot,New Delhi,Delhi,India,Northern,Rail Museum,Museum,1977,4.5,Cultural,Yes,Monday,Yes,0.24,104,50,5200,Domestic,4.5
2024-03-27,March,2024,Summer,Wednesday,No,Humid,Varkala,Kerala,India,Southern,Varkala Beach,Beach,Unknown,4.5,Recreational,Yes,None,Yes,0.1,227,0,0,Domestic,4.5
2023-09-09,September,2023,Monsoon,Saturday,Yes,Humid,Agartala,Tripura,India,North Eastern,Ujjayanta Palace,Palace,1901,4.5,Historical,Yes,Monday,Yes,0.035,61,11,671,Domestic,4.5
2023-06-21,June,2023,Monsoon,Wednesday,No,Cloudy,Ayodhya,Uttar Pradesh,India,Central,Ram Janmabhoomi,Religious Site,Unknown,4.9,Religious,Yes,None,No,0.025,138,0,0,Domestic,4.9
2023-01-20,January,2023,Winter,Friday,No,Pleasant,Havelock Island,Andaman and Nicobar Islands,India,Southern,Radhanagar Beach,Beach,Unknown,5.0,Nature,No,None,Yes,0.09,194,0,0,Domestic,5.0
2023-08-05,August,2023,Monsoon,Saturday,Yes,Cloudy,Ranchi,Jharkhand,India,Eastern,Pahari Mandir,Temple,Unknown,4.7,Religious,Yes,None,Yes,0.13,222,0,0,Domestic,4.7
2024-09-10,September,2024,Monsoon,Tuesday,No,Humid,Jammu,Jammu and Kashmir,India,Northern,Vaishno Devi,Temple,Unknown,4.7,Religious,Yes,None,No,0.55,189,0,0,Domestic,4.7
2024-01-19,January,2024,Winter,Friday,No,Cool,Bastar,Chhattisgarh,India,Central,Chitrakote Falls,Waterfall,Unknown,4.5,Nature,No,None,Yes,0.19,351,0,0,Domestic,4.5
2023-10-19,October,2023,Autumn,Thursday,No,Cool,Leh,Ladakh,India,Northern,Thiksey Monastery,Monastery,1430,4.7,Religious,Yes,None,No,0.05,115,19,2185,Domestic,4.7
2024-02-12,February,2024,Winter,Monday,No,Clear,Rameswaram,Tamil Nadu,India,Southern,Ramanathaswamy Temple,Temple,Unknown,4.5,Religious,No,None,No,0.01,228,0,0,Domestic,4.5
2024-09-17,September,2024,Monsoon,Tuesday,No,Humid,Mathura,Uttar Pradesh,India,Central,Krishna Janmabhoomi,Temple,Unknown,4.5,Religious,Yes,None,No,0.13,136,0,0,Domestic,4.5
2024-07-02,July,2024,Monsoon,Tuesday,No,Rainy,Manikaran,Himachal Pradesh,India,Northern,Manikaran Sahib,Gurudwara,1980,4.4,Religious,No,None,Yes,1.3,708,0,0,Domestic,4.4
2025-06-27,June,2025,Monsoon,Friday,No,Rainy,Amritsar,Punjab,India,Northern,Jallianwala Bagh,Memorial,1951,4.9,Historical,Yes,None,Yes,0.3,54,0,0,Domestic,4.9
2023-10-12,October,2023,Autumn,Thursday,No,Cool,Anantnag,Jammu and Kashmir,India,Northern,Amarnath Cave,Temple,Unknown,4.3,Religious,No,None,Yes,0.11,394,0,0,Domestic,4.3
2024-09-04,September,2024,Monsoon,Wednesday,No,Cloudy,Mumbai,Maharastra,India,Western,Mahalaxmi Temple,Temple,1831,4.5,Religious,Yes,None,No,0.33,146,0,0,Domestic,4.5
2025-10-06,October,2025,Autumn,Monday,No,Cool,Rajahmundry,Andhra Pradesh,India,Southern,Papikondalu,Hill,Unknown,4.5,Nature,Yes,None,Yes,0.032,219,0,0,Domestic,4.5
2025-02-28,February,2025,Winter,Friday,No,Warm,Puducherry,Puducherry,India,Southern,Paradise Beach,Beach,Unknown,4.4,Recreational,Yes,None,Yes,0.015,105,201,21105,Domestic,4.4
2025-12-02,December,2025,Winter,Tuesday,No,Snowy,Wayanad,Kerala,India,Southern,Wayanad Wildlife Sanctuary,Wildlife Sanctuary,Unknown,4.6,Wildlife,No,None,Yes,2.2,3968,291,1154688,International,4.6
2023-04-30,April,2023,Summer,Sunday,Yes,Humid,Visakhapatnam,Andhra Pradesh,India,Southern,Indira Gandhi Zoological Park,Zoo,1977,4.3,Wildlife,Yes,Monday,Yes,0.25,272,21,5712,International,4.3
2023-03-02,March,2023,Summer,Thursday,No,Partly Cloudy,Narkanda,Himachal Pradesh,India,Northern,Hatu Peak,Viewpoint,Unknown,4.4,Nature,Yes,None,Yes,1.1,1395,0,0,International,4.4
2024-11-17,November,2024,Autumn,Sunday,Yes,Warm,Bengaluru,Karnataka,India,Southern,Orion Mall,Mall,2012,4.4,Shopping,Yes,None,Yes,1.8,746,0,0,International,4.4
2023-05-17,May,2023,Summer,Wednesday,No,Sunny,Ahmedabad,Gujarat,India,Western,Sabarmati Ashram,Historical,1915,4.7,Historical,Yes,None,Yes,0.35,215,0,0,Domestic,4.7
2023-06-05,June,2023,Monsoon,Monday,No,Foggy,Auli,Uttarakhand,India,Northern,Auli Ski Resort,Ski Resort,1990,4.6,Adventure,No,None,Yes,0.01,72,0,0,Domestic,4.6
2024-01-15,January,2024,Winter,Monday,No,Cool,Hyderabad,Telangana,India,Southern,Charminar,Landmark,1591,4.7,Historical,Yes,Friday,Yes,2.1,2884,25,72100,Domestic,4.7
2023-08-03,August,2023,Monsoon,Thursday,No,Cloudy,Shirdi,Maharastra,India,Western,Sai Baba Temple,Temple,1922,4.7,Religious,Yes,None,No,0.69,371,0,0,Domestic,4.7
2024-09-09,September,2024,Monsoon,Monday,No,Humid,Jhansi,Uttar Pradesh,India,Central,Jhansi Fort,Fort,1613,4.5,Historical,Yes,None,Yes,0.25,94,14,1316,Domestic,4.5
2023-08-29,August,2023,Monsoon,Tuesday,No,Cloudy,Delhi,Delhi,India,Northern,Humayun's Tomb,Tomb,1572,4.5,Historical,Yes,None,Yes,0.4,272,31,8432,Domestic,4.5
2023-09-05,September,2023,Monsoon,Tuesday,No,Rainy,Goa,Goa,India,Southern,Calangute Beach,Beach,Unknown,4.5,Scenic,Yes,None,Yes,0.26,79,0,0,Domestic,4.5
2024-09-01,September,2024,Monsoon,Sunday,Yes,Stormy,Visakhapatnam,Andhra Pradesh,India,Southern,Rishikonda Beach,Beach,Unknown,4.6,Recreational,Yes,None,Yes,0.39,52,0,0,Domestic,4.6
2023-08-30,August,2023,Monsoon,Wednesday,No,Cloudy,Hemis,Ladakh,India,Northern,Hemis National Park,National Park,1981,4.6,Wildlife,No,None,Yes,0.02,102,22,2244,Domestic,4.6
2025-12-22,December,2025,Winter,Monday,No,Clear,Mumbai,Maharastra,India,Western,Mahalaxmi Temple,Temple,1831,4.5,Religious,Yes,None,No,0.33,429,0,0,International,4.5
2023-02-06,February,2023,Winter,Monday,No,Cool,Sivasagar,Assam,India,North Eastern,Sivasagar Sivadol,Temple,1734,4.5,Historical,No,None,Yes,0.065,102,0,0,Domestic,4.5
2025-09-06,September,2025,Monsoon,Saturday,Yes,Foggy,Manali,Himachal Pradesh,India,Northern,Solang Valley,Valley,Unknown,4.3,Adventure,No,None,Yes,0.05,55,0,0,Domestic,4.3
2024-05-22,May,2024,Summer,Wednesday,No,Hot,Bangalore,Karnataka,India,Southern,ISKCON Temple Bangalore,Temple,1997,4.4,Religious,Yes,None,Yes,1.14,1392,0,0,Domestic,4.4
2024-09-24,September,2024,Monsoon,Tuesday,No,Humid,Patna,Bihar,India,Eastern,Takhat Shri Harimandir Ji Patna Sahib,Gurudwara,Unknown,4.5,Religious,Yes,None,Yes,0.25,93,0,0,Domestic,4.5
2025-05-07,May,2025,Summer,Wednesday,No,Warm,Wayanad,Kerala,India,Southern,Wayanad Wildlife Sanctuary,Wildlife Sanctuary,Unknown,4.3,Wildlife,No,None,Yes,2.2,3987,293,1168191,Domestic,4.3
2023-11-08,November,2023,Autumn,Wednesday,No,Clear,Kannur,Kerala,India,Southern,St. Angelo Fort,Fort,1505,4.4,Historical,Yes,None,Yes,0.11,418,21,8778,Domestic,4.4
2024-07-12,July,2024,Monsoon,Friday,No,Foggy,Chopta,Uttarakhand,India,Northern,Tungnath Temple,Temple,751,4.9,Religious,No,None,No,0.09,49,0,0,Domestic,4.9
2024-11-25,November,2024,Autumn,Monday,No,Pleasant,Leh,Ladakh,India,Northern,Thiksey Monastery,Monastery,1430,4.8,Religious,Yes,None,No,0.05,128,21,2688,Domestic,4.8
2023-12-30,December,2023,Winter,Saturday,Yes,Cool,Rishikesh,Uttarakhand,India,Northern,Laxman Jhula,Suspension Bridge,1939,4.3,Cultural,Yes,None,Yes,0.03,163,0,0,Domestic,4.3
2023-03-04,March,2023,Summer,Saturday,Yes,Warm,Bangalore,Karnataka,India,Southern,Vidhana Soudha,Government Building,1956,4.7,Architectural,Yes,None,No,0.8,300,0,0,Domestic,4.7
2024-06-08,June,2024,Monsoon,Saturday,Yes,Rainy,Anantnag,Jammu and Kashmir,India,Northern,Amarnath Cave,Temple,Unknown,4.4,Religious,No,None,Yes,0.11,154,0,0,Domestic,4.4
2024-05-23,May,2024,Summer,Thursday,No,Sunny,Delhi,Delhi,India,Northern,National Zoological Park,Zoo,1959,4.2,Environmental,Yes,Friday,Yes,0.41,104,72,7488,Domestic,4.2
2025-12-14,December,2025,Winter,Sunday,Yes,Clear,Mumbai,Maharastra,India,Western,Haji Ali Dargah,Religious Shrine,1431,4.5,Religious,Yes,None,No,0.16,360,0,0,International,4.5
2025-11-16,November,2025,Autumn,Sunday,Yes,Cool,Meerut,Uttar Pradesh,India,Central,Augarnath Temple,Temple,Unknown,4.9,Religious,Yes,None,No,0.045,240,0,0,Domestic,4.9
2023-05-17,May,2023,Summer,Wednesday,No,Warm,Shivamogga,Karnataka,India,Southern,Jog Falls,Waterfall,1900,4.6,Nature,No,None,Yes,0.23,128,29,3712,Domestic,4.6
2025-04-15,April,2025,Summer,Tuesday,No,Warm,Amravati,Andhra Pradesh,India,Southern,Amaravathi Temple,Temple,Unknown,4.6,Religious,Yes,None,No,0.041,158,0,0,Domestic,4.6
2023-11-04,November,2023,Autumn,Saturday,Yes,Pleasant,Hyderabad,Telangana,India,Southern,Golconda Fort,Fort,1600,4.5,Historical,Yes,None,Yes,1.2,688,30,20640,Domestic,4.5
2023-08-16,August,2023,Monsoon,Wednesday,No,Humid,Jaipur,Rajasthan,India,Northern,Albert Hall Museum,Museum,1887,4.7,Historical,Yes,None,Yes,0.63,447,202,90294,Domestic,4.7
2023-01-08,January,2023,Winter,Sunday,Yes,Cool,Porbandar,Uttar Pradesh,India,Central,Kirti Mandir,Memorial,1950,5.0,Historical,Yes,None,Yes,0.03,55,0,0,Domestic,5.0
2023-02-14,February,2023,Winter,Tuesday,No,Pleasant,Baratang Island,Andaman and Nicobar Islands,India,Southern,Limestone Caves,Natural Feature,Unknown,4.3,Nature,No,None,Yes,0.015,105,256,26880,Domestic,4.3
2024-09-29,September,2024,Monsoon,Sunday,Yes,Rainy,New Delhi,Delhi,India,Northern,Jama Masjid,Mosque,1656,4.6,Historical,Yes,None,Yes,0.49,257,0,0,Domestic,4.6
2023-08-14,August,2023,Monsoon,Monday,No,Rainy,Goa,Goa,India,Southern,Calangute Beach,Beach,Unknown,4.4,Scenic,Yes,None,Yes,0.26,47,0,0,International,4.4
2023-06-25,June,2023,Monsoon,Sunday,Yes,Humid,Delhi,Delhi,India,Northern,Lotus Temple,Temple,1986,4.4,Religious,Yes,Monday,Yes,0.59,368,0,0,Domestic,4.4
2025-03-23,March,2025,Summer,Sunday,Yes,Warm,Wayanad,Kerala,India,Southern,Wayanad Wildlife Sanctuary,Wildlife Sanctuary,Unknown,4.7,Wildlife,No,None,Yes,2.2,1849,289,534361,International,4.7
2023-09-09,September,2023,Monsoon,Saturday,Yes,Rainy,Chittorgarh,Rajasthan,India,Northern,Chittorgarh Fort,Fort,700,4.8,Historical,No,None,Yes,1.9,464,38,17632,International,4.8
2024-11-07,November,2024,Autumn,Thursday,No,Clear,Barot,Himachal Pradesh,India,Northern,Barot Valley,Valley,Unknown,4.6,Nature,No,None,Yes,1.2,1181,0,0,Domestic,4.6
2025-11-11,November,2025,Autumn,Tuesday,No,Clear,Aligarh,Uttar Pradesh,India,Central,Aligarh Fort,Fort,1524,4.0,Historical,Yes,None,Yes,0.0165,221,21,4641,Domestic,4.0
2024-03-16,March,2024,Summer,Saturday,Yes,Warm,Bangalore,Karnataka,India,Southern,Lalbagh Botanical Garden,Botanical Garden,1760,4.3,Nature,Yes,None,Yes,1.5,1202,19,22838,Domestic,4.3
2023-03-21,March,2023,Summer,Tuesday,No,Warm,Delhi,Delhi,India,Northern,National Zoological Park,Zoo,1959,4.0,Environmental,Yes,Friday,Yes,0.41,249,80,19920,Domestic,4.0
2025-02-26,February,2025,Winter,Wednesday,No,Cool,Chilika,Odisha,India,Eastern,Chilika Lake,Lake,Unknown,3.9,Nature,Yes,None,Yes,0.1,133,0,0,Domestic,3.9
2024-01-31,January,2024,Winter,Wednesday,No,Warm,Mangalore,Karnataka,India,Southern,Panambur Beach,Beach,Unknown,4.3,Recreational,Yes,None,Yes,0.1,379,0,0,International,4.3
2025-08-30,August,2025,Monsoon,Saturday,Yes,Cloudy,Ratnagiri,Maharastra,India,Western,Ganapatipule Temple,Temple,1600,4.8,Religious,No,None,No,0.1,137,0,0,Domestic,4.8
2023-06-15,June,2023,Monsoon,Thursday,No,Humid,Jim Corbett,Uttarakhand,India,Northern,Jim Corbett National Park,National Park,1936,4.2,Wildlife,Yes,None,Yes,0.3,71,102,7242,Domestic,4.2
2023-08-16,August,2023,Monsoon,Wednesday,No,Rainy,Neil Island,Andaman and Nicobar Islands,India,Southern,Bharatpur Beach,Beach,Unknown,4.3,Nature,No,None,Yes,0.04,43,0,0,Domestic,4.3
2025-12-17,December,2025,Winter,Wednesday,No,Cool,Ahmedabad,Gujarat,India,Western,Manek Chowk,Market,Unknown,4.5,Food,Yes,None,Yes,0.49,315,0,0,Domestic,4.5
2023-07-04,July,2023,Monsoon,Tuesday,No,Cloudy,Vrindavan,Uttar Pradesh,India,Central,Prem Mandir,Temple,2012,5.0,Religious,Yes,None,Yes,0.49,229,0,0,Domestic,5.0
2025-04-04,April,2025,Summer,Friday,No,Warm,Junagadh,Gujarat,India,Western,Gir National Park,National Park,1965,4.4,Wildlife,No,None,Yes,0.08,191,3443,657613,International,4.4
2023-10-20,October,2023,Autumn,Friday,No,Cool,Yercaud,Tamil Nadu,India,Southern,Yercaud Lake,Lake,Unknown,4.2,Recreational,No,None,Yes,0.019,181,0,0,Domestic,4.2
2024-07-31,July,2024,Monsoon,Wednesday,No,Rainy,Visakhapatnam,Andhra Pradesh,India,Southern,Indira Gandhi Zoological Park,Zoo,1977,4.0,Wildlife,Yes,Monday,Yes,0.25,87,19,1653,Domestic,4.0
2024-06-30,June,2024,Monsoon,Sunday,Yes,Foggy,Leh,Ladakh,India,Northern,Khardung La Pass,Hill,Unknown,4.7,Adventure,Yes,None,Yes,0.05,82,0,0,Domestic,4.7
2023-12-23,December,2023,Winter,Saturday,Yes,Cold,Vizianagaram,Andhra Pradesh,India,Southern,Simhachalam Temple,Temple,198,4.5,Religious,Yes,None,No,0.59,1232,0,0,Domestic,4.5
2025-08-17,August,2025,Monsoon,Sunday,Yes,Humid,Gandhinagar,Gujarat,India,Western,Dandi Kutir,Museum,2013,4.7,Historical,No,None,Yes,0.05,120,0,0,Domestic,4.7
2024-01-03,January,2024,Winter,Wednesday,No,Clear,Hyderabad,Telangana,India,Southern,Hussain Sagar Lake,Lake,1563,4.3,Scenic,Yes,None,Yes,0.5,482,0,0,Domestic,4.3
2023-04-15,April,2023,Summer,Saturday,Yes,Hot,Kolkata,West Bengal,India,Eastern,Dakshineswar Kali Temple,Temple,1855,4.6,Religious,Yes,None,Yes,0.82,729,0,0,Domestic,4.6
2023-02-23,February,2023,Winter,Thursday,No,Cool,Rann of Kutch,Gujarat,India,Western,Rann Utsav,Cultural,Unknown,4.7,Cultural,Yes,None,Yes,0.1,430,7010,3014300,Domestic,4.7
2025-09-23,September,2025,Monsoon,Tuesday,No,Cloudy,Mussoorie,Uttarakhand,India,Northern,Kempty Falls,Waterfall,Unknown,4.3,Nature,Yes,None,Yes,0.55,136,16,2176,Domestic,4.3
2024-08-14,August,2024,Monsoon,Wednesday,No,Humid,Mysore,Karnataka,India,Southern,Mysore Palace,Palace,1912,4.4,Historical,Yes,None,Yes,2.5,1156,45,52020,Domestic,4.4
2023-04-26,April,2023,Summer,Wednesday,No,Sunny,Purulia,West Bengal,India,Eastern,Ayodhya Hills,Hill,Unknown,4.4,Nature,No,None,Yes,0.15,223,0,0,Domestic,4.4
2023-09-03,September,2023,Monsoon,Sunday,Yes,Humid,Ahmedabad,Gujarat,India,Western,Sabarmati Ashram,Historical,1915,4.7,Historical,Yes,None,Yes,0.35,181,0,0,Domestic,4.7
2024-01-07,January,2024,Winter,Sunday,Yes,Pleasant,Guwahati,Assam,India,North Eastern,Umananda Island,Island,Unknown,4.0,Nature,Yes,None,Yes,0.01,255,0,0,Domestic,4.0
2025-03-18,March,2025,Summer,Tuesday,No,Hot,Kendujhar,Odisha,India,Eastern,Sanaghagara Waterfall,Waterfall,Unknown,4.4,Nature,No,None,Yes,0.055,177,0,0,Domestic,4.4
2024-08-31,August,2024,Monsoon,Saturday,Yes,Cloudy,Varanasi,Uttar Pradesh,India,Central,Kashi Vishwanath Temple,Temple,Unknown,4.5,Religious,Yes,None,No,0.9,195,0,0,Domestic,4.5
2025-01-14,January,2025,Winter,Tuesday,No,Cool,Murshidabad,West Bengal,India,Eastern,Hazarduari Palace,Palace,1837,4.4,Historical,Yes,Friday,Yes,0.18,504,9,4536,International,4.4
2023-06-27,June,2023,Monsoon,Tuesday,No,Cloudy,Coorg,Karnataka,India,Southern,Abbey Falls,Waterfall,Unknown,4.2,Nature,No,None,Yes,0.03,97,0,0,Domestic,4.2
2024-05-21,May,2024,Summer,Tuesday,No,Warm,Leh,Ladakh,India,Northern,Thiksey Monastery,Monastery,1430,4.5,Religious,Yes,None,No,0.05,313,21,6573,Domestic,4.5
2023-03-27,March,2023,Summer,Monday,No,Warm,Delhi,Delhi,India,Northern,India Gate,War Memorial,1921,4.4,Historical,Yes,None,Yes,2.6,1828,0,0,Domestic,4.4
2024-05-05,May,2024,Summer,Sunday,Yes,Hot,Nashik,Maharastra,India,Western,Sula Vineyards,Vineyard,1999,4.2,Recreational,Yes,None,Yes,0.1,403,283,114049,Domestic,4.2
2024-02-14,February,2024,Winter,Wednesday,No,Foggy,Delhi,Delhi,India,Northern,Waste to Wonder Park,Theme Park,2019,4.1,Environmental,Yes,Monday,Yes,0.27,224,55,12320,Domestic,4.1
2025-12-08,December,2025,Winter,Monday,No,Clear,Pune,Maharastra,India,Western,Shaniwar Wada,Fort,1732,4.4,Historical,Yes,None,Yes,1.2,1591,51,81141,Domestic,4.4
2025-02-09,February,2025,Winter,Sunday,Yes,Snowy,Leh,Ladakh,India,Northern,Thiksey Monastery,Monastery,1430,4.7,Religious,Yes,None,No,0.05,208,19,3952,Domestic,4.7
2023-08-29,August,2023,Monsoon,Tuesday,No,Humid,Mumbai,Maharastra,India,Western,Mahalaxmi Temple,Temple,1831,4.7,Religious,Yes,None,No,0.33,246,0,0,International,4.7
2023-07-13,July,2023,Monsoon,Thursday,No,Cloudy,Sawai Madhopur,Rajasthan,India,Northern,Ranthambore National Park,Wildlife Sanctuary,1980,4.5,Wildlife,No,None,Yes,0.09,55,509,27995,Domestic,4.5
2025-09-29,September,2025,Monsoon,Monday,No,Cloudy,Hyderabad,Telangana,India,Southern,Charminar,Landmark,1591,4.5,Historical,Yes,Friday,Yes,2.1,1396,24,33504,Domestic,4.5
2025-07-20,July,2025,Monsoon,Sunday,Yes,Cloudy,Kolkata,West Bengal,India,Eastern,Dakshineswar Kali Temple,Temple,1855,4.8,Religious,Yes,None,Yes,0.82,503,0,0,Domestic,4.8
2025-09-19,September,2025,Monsoon,Friday,No,Cloudy,Delhi,Delhi,India,Northern,Sunder Nursery,Park,1600,4.7,Botanical,Yes,None,Yes,0.16,166,0,0,Domestic,4.7
2023-02-24,February,2023,Winter,Friday,No,Cold,Tawang,Arunachal Pradesh,India,North Eastern,Tawang Monastery,Monastery,1680,4.8,Religious,No,None,No,0.032,136,0,0,Domestic,4.8
2023-04-20,April,2023,Summer,Thursday,No,Hot,Diu,Daman and Diu,India,Western,Naida Caves,Cave,Unknown,4.6,Nature,No,None,Yes,0.6,217,0,0,Domestic,4.6
2025-12-27,December,2025,Winter,Saturday,Yes,Clear,Puducherry,Puducherry,India,Southern,Promenade Beach,Beach,Unknown,4.7,Recreational,Yes,None,Yes,0.09,309,0,0,Domestic,4.7
2023-07-05,July,2023,Monsoon,Wednesday,No,Humid,Ranchi,Jharkhand,India,Eastern,Pahari Mandir,Temple,Unknown,4.4,Religious,Yes,None,Yes,0.13,123,0,0,Domestic,4.4
2023-04-23,April,2023,Summer,Sunday,Yes,Warm,Srisailam,Andhra Pradesh,India,Southern,Mallikarjuna Swamy Temple,Temple,Unknown,4.7,Religious,No,None,No,0.49,431,0,0,Domestic,4.7
2024-06-13,June,2024,Monsoon,Thursday,No,Cloudy,Goa,Goa,India,Southern,Fort Aguada,Fort,1612,4.3,Historical,Yes,None,Yes,0.95,205,0,0,Domestic,4.3
2025-11-10,November,2025,Autumn,Monday,No,Pleasant,Wayanad,Kerala,India,Southern,Wayanad Wildlife Sanctuary,Wildlife Sanctuary,Unknown,4.3,Wildlife,No,None,Yes,2.2,2287,278,635786,Domestic,4.3
2025-02-04,February,2025,Winter,Tuesday,No,Cold,Shirdi,Maharastra,India,Western,Sai Baba Temple,Temple,1922,4.8,Religious,Yes,None,No,0.69,430,0,0,Domestic,4.8
2023-04-29,April,2023,Summer,Saturday,Yes,Warm,Pachmarhi,Madhya Pradesh,India,Central,Bee Falls,Waterfall,Unknown,4.4,Nature,No,None,Yes,0.065,64,15,960,Domestic,4.4
